Postcode,Title Number,Tenure,Property Address,District,County,Region,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator,Matching Address,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE,Ofgem industry,Energy intensity,Consumption (kWh)
E1 1JW,AGL440439,Freehold,"Jobcentre Plus, Settles Street, London (E1 1JW)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,8650000.0,HIGHROSE ESTATES LIMITED,11087406,Limited Company or Public Limited Company,"New Burlington House, 1075 Finchley Road, London NW11 0PU",,,,,,,,,,,,,,,,,,,,,03-04-2018,N,"Jobcentre Plus, Settles Street",848872952017111710305809909316,,Jobcentre Plus,Settles Street,E1 1JW,362429110000,109,E,B1 Offices and Workshop businesses,2017-10-13,E09000030,E14000555,Greater London Authority,2017-11-17,Mandatory issue (Marketed sale).,30,89,4,Natural Gas,,,,2245,29.88,18.22,53.39,65.03,No,,,4,Air Conditioning,Tower Hamlets,Bethnal Green and Bow,LONDON,2017-11-17 10:30:58,380,,,Offices,59,132455
E1 1LD,29491,Freehold,"27a Commercial Road, London (E1 1LD)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,97042331.0,LIME PROPERTY FUND (GENERAL PARTNER) LIMITED,5118252,Limited Company or Public Limited Company,"St. Helens, 1 Undershaft, London EC3P 3DQ",,,LIME PROPERTY FUND (NOMINEE) LIMITED,5117939,Limited Company or Public Limited Company,"St. Helens, 1 Undershaft, London EC3P 3DQ",,,,,,,,,,,,,,,11-09-2019,N,27a Commercial Road,41036862952011010513311607909534,,27a Commercial Road,,E1 1LD,548227630000,60,C,Retail,2010-12-16,E09000030,E14000555,Greater London Authority,2011-01-05,Mandatory issue (Property to let).,54,71,3,Other,,,,282,14.9,16.05,21.18,17.9,No,,,4,Unconditioned,Tower Hamlets,Bethnal Green and Bow,LONDON,2011-01-05 13:31:16,,,,Shops,84,23688
E1 1LJ,LN45860,Freehold,"60 Commercial Road, London (E1 1LJ)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,171030000.0,IQSA UK CITY ALDGATE LIMITED,12647388,Limited Company or Public Limited Company,"General Counsel, 7th Floor, Cottons Centre, Cottons Lane, London SE1 2QG","General Counsel, 2-4, rue Eugene Ruppert, L-2453, Luxembourg",,,,,,,,,,,,,,,,,,,,10-07-2020,N,60 Commercial Road,34321980022015082813530353980290,,60 Commercial Road,,E1 1LP,956289380000,23,A,C2 Residential Institutions - Universities and colleges,2015-08-12,E09000030,E14000555,Greater London Authority,2015-08-28,Mandatory issue (Property on construction).,37,98,5,Natural Gas,,,,10957,59.27,43.41,115.76,27.33,Yes,,2.0,2,Heating and Mechanical Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2015-08-28 13:53:03,,,,Education,51,558807
E1 1LN,234058,Freehold,"38-40 Commercial Road, London (E1 1LN)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,MISTER DEE INTERNATIONAL LIMITED,01246734,Limited Company or Public Limited Company,"38-40 Commercial Road, London E1 1LN","38-40 Commercial Road, London E1 1LN",,,,,,,,,,,,,,,,,,,,03-06-1992,N,38-40 Commercial Road,8333bdd33157c378eb09a2d23050132c8fde3742ddd6fd2dc27e06aa2780eb94,38-40 Commercial Road,38-40 Commercial Road,,E1 1LN,10004940618,41,B,Retail/Financial and Professional Services,2023-03-14,E09000030,E14000555,,2023-08-21,Mandatory issue (Property to let).,10,42,3,Grid Supplied Electricity,,,,614,10.46,2.18,8.75,8.56,Yes,,2.0,5,Air Conditioning,Tower Hamlets,Bethnal Green and Bow,LONDON,2023-08-21 13:44:03,92,6012738,Energy Assessor,Shops,84,51576
E1 1LP,342810,Freehold,"46 Commercial Road, London (E1 1LP)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,GUNMAKERS HALL LIMITED,6168174,Limited Company or Public Limited Company,"48-50 Commercial Road, London E1 1LP",,,,,,,,,,,,,,,,,,,,,06-06-2007,N,46 Commercial Road,6f48f04d5df912b5c62aa9bb04894a22f3c8e6ba8392d8ea7d5b7a9cd4d876d7,46 Commercial Road,,,E1 1LP,10004519551,104,E,Offices and Workshop Businesses,2023-04-28,E09000030,E14000555,,2023-05-29,Mandatory issue (Property to let).,13,50,4,Grid Supplied Electricity,,,,477,13.88,3.48,13.95,28.75,No,,,4,Heating and Mechanical Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2023-05-29 14:13:12,245,6011344,Energy Assessor,Offices,59,28143
E1 1NL,120195,Freehold,"134-136 Commercial Road, London (E1 1NL)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,40000.0,AGARWAL PROPERTIES INVESTMENTS LIMITED,11325260,Limited Company or Public Limited Company,"5th Floor, 89 New Bond Street, London W1S 1DA","352 Jersey Road, Isleworth TW7 5PL",,,,,,,,,,,,,,,,,,,,02-09-2019,N,134-136 Commercial Road,121043118252017040412371306009422,128 Commercial Road,134-136 Commercial Road,,E1 1NL,425786920000,70,C,A1/A2 Retail and Financial/Professional services,2017-03-29,E09000030,E14000555,Greater London Authority,2017-04-04,Mandatory issue (Marketed sale).,45,133,3,Grid Supplied Electricity,,,,474,119.29,108.12,316.84,167.49,Yes,,1.0,4,Air Conditioning,Tower Hamlets,Bethnal Green and Bow,LONDON,2017-04-04 12:37:13,991,6194762,Energy Assessor,Shops,84,39816
E1 1NU,LN209486,Freehold,"108 Commercial Road, London (E1 1NU)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,450000.0,KUSCH LIMITED,08261667,Limited Company or Public Limited Company,"7-15 Greatorex Street, London E1 5NF","8 Tomswood Road, Chigwell IG7 5QW",,,,,,,,,,,,,,,,,,,,15-02-2019,N,108 Commercial Road,85111760602013102112293470109200,114 Commercial Road,108 Commercial Road,,E1 1NU,468266170000,112,E,A1/A2 Retail and Financial/Professional services,2013-10-20,E09000030,E14000555,Greater London Authority,2013-10-21,Mandatory issue (Property to let).,28,74,3,Grid Supplied Electricity,,,,181,28.61,15.95,42.54,64.03,No,,2.0,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2013-10-21 12:29:34,144,6012743,Address Matched,Shops,84,15204
E1 1PX,AGL402308,Leasehold,"133 Commercial Road, London (E1 1PX)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,UNIT 7 CLOTHING LIMITED,07669223,Limited Company or Public Limited Company,"Ground And Basement, 133 Commercial Road, London E1 1PX",,,,,,,,,,,,,,,,,,,,,17-08-2018,N,133 Commercial Road,81521825012013070218080007009305,133 Commercial Road,133 Commercial Road,,E1 1PX,356657800000,84,D,A1/A2 Retail and Financial/Professional services,2013-07-02,E09000030,E14000555,Greater London Authority,2013-07-02,Mandatory issue (Property to let).,29,76,3,Natural Gas,,,,745,28.78,16.46,43.9,48.58,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2013-07-02 18:08:00,69,6011835,Address Matched,Shops,84,62580
E1 1PY,148909,Freehold,"2-4 Umberston Street, London (E1 1PY)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,P ROY LIMITED,02124417,Limited Company or Public Limited Company,"2 Brick Lane, London E1 6RF",,,,,,,,,,,,,,,,,,,,,14-02-2008,N,2-4 Umberston Street,2519ea2abea1bef981ffebb24f739dabf21248b74006a6f415f7d0d6c34a0a86,2-4 Umberston Street,,,E1 1PY,10002496415,56,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2021-11-17,E09000030,E14000555,,2021-11-19,Mandatory issue (Property to let).,32,93,3,Natural Gas,,,,120,123.53,78.07,228.77,138.57,Yes,,1.0,4,Air Conditioning,Tower Hamlets,Bethnal Green and Bow,LONDON,2021-11-25 13:58:53,809,6012688,Address Matched,Hospitality,111,13320
E1 1RD,EGL534631,Freehold,"93-95 Commercial Road, London (E1 1RD)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,MOHMED PARTNERSHIP LIMITED,04992487,Limited Company or Public Limited Company,"75 New Road, London E1 1HH",,,,,,,,,,,,,,,,,,,,,17-03-2008,N,93-95 Commercial Road,f31eeeaddff1618b40229e7d5573678495995f43eafadda489f9cc098e9cf755,93-95 Commercial Road,,,E1 1RD,10002943325,66,C,Retail/Financial and Professional Services,2022-06-16,E09000030,E14000555,,2022-06-21,Mandatory issue (Property to let).,8,34,3,Natural Gas,,,,206,14.69,2.49,9.94,19.5,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2022-06-21 09:43:24,145,6143141,Energy Assessor,Shops,84,17304
E1 2AS,AGL219464,Freehold,"30-36 Turner Street, London (E1 2AS)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,BASSI CORPORATION LIMITED,8417821,Limited Company or Public Limited Company,"32/34, Turner Street, London E1 2AS",,,,,,,,,,,,,,,,,,,,,19-06-2013,N,30-36 Turner Street,35269280442010051713074683700050,,30-36 Turner Street,,E1 2AS,743918780000,242,G,Retail,2010-05-07,E09000030,E14000555,Greater London Authority,2010-05-17,Mandatory issue (Marketed sale).,40,55,3,Grid Supplied Electricity,,,,461,29.79,24.12,32.47,144.05,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2010-05-17 13:07:46,,,,Shops,84,38724
E1 2AX,AGL513470,Leasehold,"24 New Road, London (E1 2AX)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,REGEN CENTRAL LTD,07069838,Limited Company or Public Limited Company,"126 Oban Street, London E14 0GR",,,,,,,,,,,,,,,,,,,,,20-08-2020,N,24 New Road,154279990602020031912292307300970,,24 New Road,,E1 2AX,267969300000,99,D,A1/A2 Retail and Financial/Professional services,2020-03-13,E09000030,E14000555,Greater London Authority,2020-03-19,Mandatory issue (Property to let).,30,89,3,Natural Gas,,,,237,25.86,15.67,45.92,51.35,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2020-03-19 12:29:23,295,6013053,Address Matched,Shops,84,19908
E1 2BT,AGL442298,Leasehold,"219-221 Commercial Road, London (E1 2BT)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,INSPIRE WHOLESALE LIMITED,07457488,Limited Company or Public Limited Company,"198 Balfour Road, Ilford IG1 4JA",,,,,,,,,,,,,,,,,,,,,24-04-2018,N,219-221 Commercial Road,128546570962017121902252106920930,,219-221 Commercial Road,,E1 2BT,307874640000,127,F,A1/A2 Retail and Financial/Professional services,2017-12-11,E09000030,E14000555,Greater London Authority,2017-12-19,Mandatory issue (Property to let).,30,89,3,Grid Supplied Electricity,,,,246,27.13,16.52,48.41,68.72,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2017-12-19 02:25:21,407,,,Shops,84,20664
E1 2DA,AGL300458,Leasehold,"153-157 Commercial Road, London (E1 2DA)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,THE WAPPING AND SHADWELL SECONDARY EDUCATION TRUST,07412515,Corporate Body,"St George In The East, East Crypt, 14 Canon Street, London E1 0BH",,,DENTON & CO TRUSTEES LIMITED,01939029,Limited Company or Public Limited Company,"Sutton House, Weyside Park, Catteshall Lane, Godalming, Surrey GU7 1XE",,,,,,,,,,,,,,,24-12-2013,N,153-157 Commercial Road,44376331952010111821181902909658,187-189 Commercial Road,153-157 Commercial Road,,E1 2DA,688512550000,97,D,Office,2010-11-17,E09000030,E14000555,Greater London Authority,2010-11-18,Mandatory issue (Marketed sale).,58,131,4,Natural Gas,,,,3806,36.42,42.12,95.2,70.62,Yes,12.0,3.0,5,Air Conditioning,Tower Hamlets,Bethnal Green and Bow,LONDON,2010-11-18 21:18:19,108,6012978,Address Matched,Offices,59,224554
E1 2EN,AGL442199,Freehold,"85 Stepney Way, London (E1 2EN)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,28867732.0,STEPNEY WAY 1 LLP,OC419428,Limited Liability Partnership,"140 Aldersgate Street, London EC1A 4HY",,,,,,,,,,,,,,,,,,,,,24-04-2018,N,85 Stepney Way,77749960022013032610370654970810,85 Stepney Way,85 Stepney Way,,E1 2EN,151863480000,78,D,B8 Storage or Distribution,2013-03-18,E09000030,E14000555,Greater London Authority,2013-03-26,Mandatory issue (Non-marketed sale).,29,78,3,Natural Gas,,,,25028,29.73,17.39,46.37,46.58,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2013-03-26 10:37:06,132,6737201,Energy Assessor,Warehouses,27,675756
E1 2HP,360374,Freehold,"22 Cavell Street, London (E1 2HP)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,575000.0,HELPFAVOUR LIMITED,02691279,Limited Company or Public Limited Company,"Compton Group, 45-51 Wychtree Street, Morriston, Swansea SA6 8EX","PO Box, 425, Swansea SA6 8YH","DX82809, Swansea 2",,,,,,,,,,,,,,,,,,,24-05-2022,N,22 Cavell Street,124721909952017081323030107009278,6 Cavell Street,22 Cavell Street,,E1 2HP,286997270000,67,C,A1/A2 Retail and Financial/Professional services,2017-08-10,E09000030,E14000555,Greater London Authority,2017-08-13,Mandatory issue (Property to let).,24,71,3,Natural Gas,,,,93,61.27,29.79,87.28,82.49,Yes,,1.0,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2017-08-13 23:03:01,485,6709500,Address Matched,Shops,84,7812
E1 2JY,NGL439322,Freehold,"166 Commercial Road, London (E1 2JY)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,1175000.0,DALCO INTERNATIONAL LIMITED,1663664,Limited Company or Public Limited Company,"166 Commercial Road, London E1 2JY","176 Commercial Road, London E1 2JY",,,,,,,,,,,,,,,,,,,,05-11-2020,N,166 Commercial Road,152280740032020012001194562000428,,166 Commercial Road,,E1 2JY,480243450000,92,D,A1/A2 Retail and Financial/Professional services,2020-01-16,E09000030,E14000882,Greater London Authority,2020-01-20,Mandatory issue (Property to let).,24,69,3,Grid Supplied Electricity,,,,448,38.23,18.03,52.84,70.19,Yes,,1.0,4,Heating and Natural Ventilation,Tower Hamlets,Poplar and Limehouse,LONDON,2020-01-20 01:19:45,415,6013232,Address Matched,Shops,84,37632
E1 2LH,EGL321775,Freehold,"176 Cannon Street Road, London (E1 2LH)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,ALL SEASONS INVESTMENTS LIMITED,06076223,Limited Company or Public Limited Company,"114 Cavell Street, London E1 2JA",,,,,,,,,,,,,,,,,,,,,04-04-2007,N,176 Cannon Street Road,b8f3e366cc1e23d08957c0085cab7cbd33f8dcbeabe631ba5fe9b6e24e017887,176 Cannon Street Road,,,E1 2LH,10000829693,83,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2020-09-23,E09000030,E14000882,,2020-10-06,Mandatory issue (Property to let).,31,92,3,Grid Supplied Electricity,,,,54,64.94,40.89,119.81,107.78,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Poplar and Limehouse,LONDON,2020-10-06 00:00:00,638,6167854,Address Matched,Hospitality,111,5994
E1 2LP,EGL299311,Leasehold,"44-56 Hessel Street, London (E1 2LP)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,NHS PROPERTY SERVICES LIMITED,7888110,Limited Company or Public Limited Company,"99 Gresham Street, London EC2V 7NG",,,,,,,,,,,,,,,,,,,,,22-05-2013,N,44-56 Hessel Street,56119340042011110316551058609200,,44-56 Hessel Street,,E1 2LP,409064650000,94,D,D1 Non-residential Institutions - Primary Health Care Building,2011-10-28,E09000030,E14000555,Greater London Authority,2011-11-03,Mandatory issue (Marketed sale).,31,84,3,Grid Supplied Electricity,,,,408,29.41,18.44,49.18,55.37,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2011-11-03 16:55:10,,6011151,Address Matched,Health,81,33048
E1 2LS,EGL563327,Leasehold,"20 Rampart Street, London (E1 2LS)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,INDIA NOW (MEDIA) LIMITED,06327018,Limited Company or Public Limited Company,"3 Gunthorpe Street, London E1 7RQ",,,,,,,,,,,,,,,,,,,,,06-02-2013,N,20 Rampart Street,c697a31244bdb908138e316b140f95f92d086e82a7a2f94cbbc386eafde975df,20 Rampart Street,,,E1 2LS,10006105229,70,C,Offices and Workshop Businesses,2024-05-24,E09000030,E14000882,,2024-05-28,Mandatory issue (Marketed sale),25,102,3,Natural Gas,,,,232,8.99,4.58,18.35,12.57,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Poplar and Limehouse,LONDON,2024-05-28 19:38:34,88,6169653,Energy Assessor,Offices,59,13688
E1 2LX,AGL320397,Leasehold,"181 Cannon Street Road, London (E1 2LX)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,BUTTERCUP PRIMARY SCHOOL LIMITED,08660700,Limited Company or Public Limited Company,"Flat 17, Mulberry Court, 1 School Mews, London E1 0EW",,,,,,,,,,,,,,,,,,,,,18-08-2014,N,181 Cannon Street Road,93229700062014063004471185260750,,181 Cannon Street Road,,E1 2LX,589703510000,88,D,A1/A2 Retail and Financial/Professional services,2014-06-23,E09000030,E14000555,Greater London Authority,2014-06-30,Mandatory issue (Property to let).,27,72,4,Natural Gas,,,,453,46.88,25.35,67.59,82.19,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2014-06-30 04:47:11,,6014319,Address Matched,Shops,84,38052
E1 2NB,AGL516403,Leasehold,"230a Commercial Road, London (E1 2NB)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,PURPLE-KITE LIMITED,12336503,Limited Company or Public Limited Company,"7 Regan Way, London N1 6PH",,,,,,,,,,,,,,,,,,,,,09-10-2020,N,230a Commercial Road,156421700002020073015075151900230,232 Commercial Road,230a Commercial Road,,E1 2NB,600310950000,124,E,A1/A2 Retail and Financial/Professional services,2020-07-29,E09000030,E14000882,Greater London Authority,2020-07-30,Mandatory issue (Marketed sale).,31,91,3,Grid Supplied Electricity,,,,149,35.71,22.28,65.3,88.75,No,,1.0,4,Heating and Natural Ventilation,Tower Hamlets,Poplar and Limehouse,LONDON,2020-07-30 15:07:51,525,6014063,Address Matched,Shops,84,12516
E1 2PG,AGL512676,Leasehold,"Arch 152, Martha Street, London (E1 2PG)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,PLACES FOR LONDON LIMITED,08961151,Limited Company or Public Limited Company,"5 Endeavour Square, London E20 1JN","7th Floor, Green zone, 197 Blackfriars Road, London SE1 8NJ",,,,,,,,,,,,,,,,,,,,07-08-2020,N,"Arch 152, Martha Street",53718230442011081815375138300980,,Arch 152,Martha Street,E1 2PG,949833330000,75,C,B2 to B7 General Industrial and Special Industrial Groups,2011-08-18,E09000030,E14000882,Greater London Authority,2011-08-18,Mandatory issue (Property to let).,17,46,3,Other,,,,132,26.45,9.08,24.22,39.9,No,,,4,Unconditioned,Tower Hamlets,Poplar and Limehouse,LONDON,2011-08-18 15:37:51,,6030306,Address Matched,Factories,30,3960
E1 2PP,AGL356238,Leasehold,"18 Watney Market, London (E1 2PP)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,PERCY INGLE BAKERIES LIMITED,00584236,Limited Company or Public Limited Company,"210 Church Road, London E10 7JQ",,,,,,,,,,,,,,,,,,,,,02-10-2015,N,18 Watney Market,155251337212020061215562404002403,,18 Watney Market,,E1 2PR,436474700000,72,C,A1/A2 Retail and Financial/Professional services,2020-05-27,E09000030,E14000882,Greater London Authority,2020-06-12,Mandatory issue (Marketed sale).,25,74,3,Grid Supplied Electricity,,,,81,61.98,31.43,92.1,89.13,Yes,,3.0,5,Air Conditioning,Tower Hamlets,Poplar and Limehouse,LONDON,2020-06-12 15:56:24,527,6197221,Address Matched,Shops,84,6804
E1 2PR,AGL232535,Leasehold,"37 Watney Market, London (E1 2PR)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,WILLIAM HILL ORGANIZATION LIMITED,278208,Limited Company or Public Limited Company,"Greenside House 50 Station Road, Wood Green, London N22 7TP",,,,,,,,,,,,,,,,,,,,,12-05-2011,N,37 Watney Market,144536846052019050308591400009920,,37 Watney Market,,E1 2PP,901160720000,54,C,A1/A2 Retail and Financial/Professional services,2019-04-04,E09000030,E14000882,Greater London Authority,2019-05-03,Mandatory issue (Marketed sale).,31,91,4,Grid Supplied Electricity,,,,101,78.86,48.94,143.41,84.95,Yes,,2.0,5,Air Conditioning,Tower Hamlets,Poplar and Limehouse,LONDON,2019-05-03 08:59:14,502,6013382,Address Matched,Shops,84,8484
E1 2PS,374661,Freehold,"273 Commercial Road, London (E1 2PS)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,JANTA FASHIONS LIMITED,2431684,Limited Company or Public Limited Company,"49 Burch Road, Northfleet, Gravesend, Kent DA11 9NE",,,,,,,,,,,,,,,,,,,,,12-07-1993,N,273 Commercial Road,153348760022020021816435418920810,319 Commercial Road,273 Commercial Road,,E1 2PS,114563860000,102,E,A1/A2 Retail and Financial/Professional services,2020-02-18,E09000030,E14000555,Greater London Authority,2020-02-18,Mandatory issue (Property to let).,26,77,3,Natural Gas,,,,188,51.65,27.23,79.79,105.1,No,,1.0,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2020-02-18 16:43:54,616,6013396,Address Matched,Shops,84,15792
E1 2PX,EGL557142,Leasehold,"5 Martha Street, London (E1 2PX)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,ASSET DOMAIN LIMITED,6242482,Limited Company or Public Limited Company,"12 Upney Lane, Barking, Essex IG11 9LW",,,,,,,,,,,,,,,,,,,,,06-07-2009,N,5 Martha Street,37447630002010062914335158700260,,5 Martha Street,,E1 2PX,505373750000,25,A,Retail,2010-06-28,E09000030,E14000882,Greater London Authority,2010-06-29,Mandatory issue (Property to let).,35,43,3,Grid Supplied Electricity,,,,62,103.41,72.06,89.7,50.78,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Poplar and Limehouse,LONDON,2010-06-29 14:33:51,,6363923,Address Matched,Shops,84,5208
E1 2QE,AGL295889,Leasehold,"102-104 Watney Street, London (E1 2QE)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,CONTESSA FRESH LIMITED,11076718,Limited Company or Public Limited Company,"98 Commercial Road, London E1 1NU",,,,,,,,,,,,,,,,,,,,,20-11-2019,N,102-104 Watney Street,81053633912013062001364807009760,,102-104 Watney Street,,E1 2QE,703837760000,59,C,A1/A2 Retail and Financial/Professional services,2013-06-17,E09000030,E14000882,Greater London Authority,2013-06-20,Mandatory issue (Property to let).,30,80,3,Other,,,,148,35.35,21.27,56.71,42.03,No,,,4,Unconditioned,Tower Hamlets,Poplar and Limehouse,LONDON,2013-06-20 01:36:48,,,,Shops,84,12432
E1 3NT,AGL379197,Leasehold,"2 Jubilee Street, London (E1 3NT)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,4050000.0,BLUECROFT - IPE JUBILEE LIMITED,10081313,Limited Company or Public Limited Company,"73 New Bond Street, London W1S 1RS",,,,,,,,,,,,,,,,,,,,,06-06-2016,N,2 Jubilee Street,51319440022011061715424356960450,2 Jubilee Street,2 Jubilee Street,,E1 3EQ,553847680000,83,D,B1 Offices and Workshop businesses,2011-06-14,E09000030,E14000555,Greater London Authority,2011-06-17,Mandatory issue (Marketed sale).,24,64,4,Natural Gas,,,,1215,27.12,13.07,34.86,44.76,No,,1.0,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2011-06-17 15:42:43,71,6739301,Energy Assessor,Offices,59,71685
E1 4AF,EGL392023,Freehold,"Sherren House, 16 Nicholas Road, London (E1 4AF)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,LDC (PORTFOLIO) LIMITED,08419375,Limited Company or Public Limited Company,"South Quay, Temple Back, Bristol BS1 6FL",,,,,,,,,,,,,,,,,,,,,28-09-2020,N,"Sherren House, 16 Nicholas Road",050eb5653c39f84ec72642b4beb7e09f641846f862468780268b248cababaa0f,Sherren House,16 Nicholas Road, ,E1 4AF,10005073071,52,C,Residential Institutions: Universities and Colleges,2023-02-09,E09000030,E14000555,,2023-09-27,Mandatory issue (Property to let).,19,74,3,Grid Supplied Electricity,,,,6325,22.29,8.26,33.13,23.39,Yes,7.0,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2023-09-27 14:38:40,243,6140392,Energy Assessor,Education,51,322575
E1 4AQ,EGL313102,Freehold,"169 Mile End Road, London (E1 4AQ)",TOWER HAMLETS,GREATER LONDON,GREATER LONDON,N,,ISLAMIC FORUM TRUST,06353941,Corporate Body,"3rd Floor, Business Wing, London Muslim Centre, 38-44 Whitechapel Road, London E1 1JX",,,,,,,,,,,,,,,,,,,,,02-11-2007,N,169 Mile End Road,28633320702009122413083682309220,,169 Mile End Road,,E1 4AQ,578652380000,148,F,Dwelling,2009-12-22,E09000030,E14000555,Greater London Authority,2009-12-24,,49,70,3,Grid Supplied Electricity,,,,329,,,,,No,,,4,Heating and Natural Ventilation,Tower Hamlets,Bethnal Green and Bow,LONDON,2009-12-24 13:08:36,,,,Other,43,14147
